2013-10-13 7:34  18.2
2014-01-18 8:24  16.8
2014-04-20 9:12  15.2
2014-07-17 9:58  13.7
2014-12-18 11:18 11.3
2014-01-02 11:26 9.5
2015-02-21 11:56 8.6
2015-03-24 12:17 8.0
2015-04-17 12:32 7.5
2015-05-11 12:47 7.2
2015-06-03 13:02 6.7
2015-06-27 13:17 6.5
2015-07-21 13:32 6.1
2015-08-13 13:47 5.7
2015-09-06 14:02 5.3
